epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,23688.9,0.98665,0.54251,1.0282,0.88418,0.84933,0.8813,0.58403,1.27698,0.80058,1.2223,0.00117435,0.00117435,0.00117435
20,24884.9,0.98379,0.53359,1.02306,0.87347,0.85515,0.88412,0.59631,1.25019,0.78941,1.21415,0.00116021,0.00116021,0.00116021
21,26087.5,0.97771,0.52699,1.01902,0.88753,0.85869,0.88983,0.59782,1.22612,0.7916,1.18379,0.00114606,0.00114606,0.00114606
22,27292.9,0.95463,0.51902,1.01454,0.87002,0.854,0.88356,0.58087,1.27965,0.7663,1.2004,0.00113191,0.00113191,0.00113191
23,28496.6,0.94252,0.50933,1.00216,0.89138,0.84317,0.88374,0.6099,1.21971,0.75661,1.19311,0.00111776,0.00111776,0.00111776
24,29703.8,0.93196,0.50524,1.00019,0.8733,0.86591,0.8934,0.60985,1.19252,0.76296,1.18068,0.00110362,0.00110362,0.00110362
25,30901,0.91725,0.49405,1.00053,0.88088,0.85216,0.88615,0.60345,1.21883,0.73447,1.23608,0.00108947,0.00108947,0.00108947
26,32110.9,0.90402,0.49266,0.99184,0.89372,0.84653,0.89704,0.62298,1.21129,0.74355,1.20275,0.00107532,0.00107532,0.00107532
27,33313,0.89109,0.48568,0.98928,0.8676,0.87397,0.89196,0.61583,1.19597,0.75523,1.18645,0.00106118,0.00106118,0.00106118
28,34523,0.87974,0.47542,0.98041,0.867,0.87287,0.90568,0.6354,1.16519,0.7167,1.19447,0.00104703,0.00104703,0.00104703
29,35721.7,0.86706,0.47065,0.98191,0.86455,0.8559,0.89674,0.63592,1.19403,0.73238,1.19689,0.00103288,0.00103288,0.00103288
30,36919.4,0.87646,0.47857,0.98353,0.88046,0.87647,0.91021,0.64934,1.1709,0.74911,1.18761,0.00101873,0.00101873,0.00101873
31,38119.5,0.86306,0.46587,0.9761,0.86709,0.88897,0.9028,0.63533,1.14416,0.7208,1.15556,0.00100459,0.00100459,0.00100459
32,39323.9,0.85428,0.46019,0.97292,0.88793,0.86547,0.90285,0.63723,1.18908,0.70855,1.1952,0.00099044,0.00099044,0.00099044
33,40515.3,0.84757,0.45424,0.96869,0.88453,0.86163,0.89978,0.63321,1.16772,0.75735,1.19582,0.000976293,0.000976293,0.000976293
34,41720.4,0.8411,0.45735,0.96857,0.88702,0.87429,0.9138,0.65454,1.12961,0.70288,1.15746,0.000962146,0.000962146,0.000962146
35,42936.3,0.81773,0.44618,0.95889,0.88395,0.86431,0.90316,0.65302,1.13576,0.73087,1.16683,0.000947999,0.000947999,0.000947999
36,44152.1,0.81643,0.4373,0.96139,0.88665,0.86333,0.90079,0.64794,1.12078,0.72366,1.16401,0.000933851,0.000933851,0.000933851
37,45354.4,0.81602,0.4423,0.9575,0.88106,0.88729,0.9074,0.64895,1.13124,0.70103,1.18017,0.000919704,0.000919704,0.000919704
38,46551.6,0.79598,0.43289,0.95514,0.86251,0.87272,0.89504,0.65056,1.1429,0.74807,1.21059,0.000905557,0.000905557,0.000905557
39,47758.2,0.79478,0.43423,0.95285,0.88163,0.88174,0.905,0.64255,1.10874,0.71103,1.15429,0.00089141,0.00089141,0.00089141
40,48966.8,0.79471,0.43203,0.95242,0.88146,0.88304,0.90854,0.66846,1.08374,0.67893,1.15475,0.000877263,0.000877263,0.000877263
41,50171.4,0.78091,0.42541,0.94976,0.88934,0.87199,0.90547,0.65626,1.08863,0.65516,1.15372,0.000863116,0.000863116,0.000863116
42,51379.6,0.77783,0.42371,0.94348,0.89479,0.86724,0.91221,0.66012,1.09907,0.70573,1.15593,0.000848969,0.000848969,0.000848969
43,52583,0.75947,0.41724,0.93957,0.88274,0.87127,0.90874,0.66314,1.10876,0.705,1.1749,0.000834822,0.000834822,0.000834822
44,53850.4,0.7534,0.41256,0.93814,0.90701,0.86584,0.9131,0.66546,1.09305,0.68742,1.15456,0.000820675,0.000820675,0.000820675
45,55069.9,0.75202,0.4107,0.93619,0.88887,0.87137,0.91404,0.67798,1.06187,0.70142,1.14036,0.000806528,0.000806528,0.000806528
46,56291.3,0.74428,0.40855,0.93808,0.8804,0.87565,0.9104,0.67988,1.06657,0.68907,1.147,0.00079238,0.00079238,0.00079238
47,57510.1,0.75135,0.41443,0.93344,0.8781,0.88371,0.91065,0.67559,1.06161,0.68448,1.14966,0.000778233,0.000778233,0.000778233
48,58716.3,0.74227,0.40296,0.93582,0.88772,0.87849,0.9119,0.67863,1.04851,0.68073,1.14049,0.000764086,0.000764086,0.000764086
49,59906.8,0.71818,0.39386,0.92735,0.86889,0.87657,0.90922,0.68182,1.05748,0.68663,1.15625,0.000749939,0.000749939,0.000749939
50,61106.2,0.71969,0.39448,0.9259,0.87765,0.86973,0.9056,0.68657,1.05961,0.72187,1.15944,0.000735792,0.000735792,0.000735792
51,62356.7,0.7141,0.39187,0.93035,0.87819,0.88285,0.90897,0.68318,1.04598,0.71002,1.14351,0.000721645,0.000721645,0.000721645
52,63647.6,0.71649,0.39113,0.92651,0.8849,0.88133,0.90778,0.68504,1.05542,0.72065,1.17306,0.000707498,0.000707498,0.000707498
53,64896.2,0.71249,0.38444,0.92047,0.88975,0.87823,0.9081,0.67821,1.06356,0.70303,1.17217,0.000693351,0.000693351,0.000693351
54,66127.9,0.69131,0.38204,0.91455,0.8958,0.87421,0.91234,0.69213,1.03519,0.66742,1.15005,0.000679204,0.000679204,0.000679204
55,67384.4,0.69297,0.38203,0.9167,0.89281,0.8775,0.91337,0.69353,1.0472,0.68337,1.15936,0.000665057,0.000665057,0.000665057
56,68618.3,0.68886,0.37693,0.9119,0.87821,0.89389,0.91238,0.69522,1.03156,0.68027,1.15271,0.000650909,0.000650909,0.000650909
57,69849.6,0.68067,0.37545,0.9116,0.88497,0.8787,0.91295,0.68061,1.03978,0.68043,1.15212,0.000636762,0.000636762,0.000636762
58,71056.8,0.67136,0.37185,0.90708,0.90016,0.86479,0.9198,0.70428,1.00071,0.66036,1.14518,0.000622615,0.000622615,0.000622615
59,72289.6,0.66515,0.37138,0.91068,0.8981,0.86745,0.91192,0.69369,1.03111,0.68248,1.15425,0.000608468,0.000608468,0.000608468
60,73520.3,0.67011,0.37439,0.91033,0.88954,0.87239,0.90944,0.6949,1.01103,0.69369,1.16048,0.000594321,0.000594321,0.000594321
61,74745.1,0.65824,0.3655,0.90571,0.89998,0.86878,0.91056,0.69212,1.01619,0.67022,1.15479,0.000580174,0.000580174,0.000580174
62,75990.3,0.65175,0.36226,0.90451,0.89707,0.87931,0.91495,0.69719,1.01703,0.68724,1.1524,0.000566027,0.000566027,0.000566027
63,77218,0.65865,0.3651,0.90657,0.88648,0.88496,0.91652,0.70239,1.01225,0.688,1.16075,0.00055188,0.00055188,0.00055188
64,78450.6,0.64604,0.35627,0.90124,0.89356,0.88028,0.91904,0.71698,1.01,0.66753,1.15087,0.000537733,0.000537733,0.000537733
65,79675,0.63988,0.35492,0.89979,0.88713,0.87868,0.91446,0.70788,1.01247,0.67238,1.15036,0.000523586,0.000523586,0.000523586
66,80899.9,0.63647,0.3557,0.89784,0.89292,0.88354,0.91975,0.71362,1.01074,0.65709,1.14784,0.000509438,0.000509438,0.000509438
67,82131,0.62129,0.34599,0.89716,0.89377,0.88163,0.91543,0.71346,1.00775,0.65545,1.15289,0.000495291,0.000495291,0.000495291
68,83368.7,0.62255,0.35067,0.8953,0.88335,0.89054,0.91916,0.71497,1.00979,0.65933,1.16909,0.000481144,0.000481144,0.000481144
69,84599.2,0.6188,0.34852,0.89472,0.88273,0.89586,0.9172,0.71568,0.99479,0.64919,1.1613,0.000466997,0.000466997,0.000466997
70,85824.8,0.61235,0.34241,0.89517,0.90288,0.87907,0.91977,0.7185,0.98048,0.66823,1.14669,0.00045285,0.00045285,0.00045285
71,87064.8,0.60191,0.33822,0.88982,0.89291,0.88916,0.92077,0.71395,0.99051,0.63573,1.148,0.000438703,0.000438703,0.000438703
72,88288.5,0.60562,0.33889,0.8934,0.89556,0.87866,0.92008,0.72205,0.98125,0.6698,1.14417,0.000424556,0.000424556,0.000424556
73,89507,0.59924,0.33557,0.89011,0.89129,0.8801,0.91722,0.7161,0.98032,0.65527,1.15643,0.000410409,0.000410409,0.000410409
74,90743.9,0.60067,0.34076,0.89156,0.89558,0.88734,0.92198,0.72118,0.97786,0.62953,1.15515,0.000396262,0.000396262,0.000396262
75,91966.9,0.59922,0.33681,0.89121,0.90876,0.86978,0.91886,0.71677,0.99411,0.67283,1.14506,0.000382115,0.000382115,0.000382115
76,93185.8,0.59458,0.33571,0.88703,0.89099,0.89248,0.92402,0.72834,0.96386,0.64193,1.15218,0.000367967,0.000367967,0.000367967
77,94486,0.58938,0.33127,0.88589,0.90164,0.87794,0.91856,0.72869,0.97441,0.67393,1.16213,0.00035382,0.00035382,0.00035382
78,97130.2,0.58121,0.32816,0.88332,0.88523,0.88677,0.92021,0.72856,0.9647,0.63938,1.14765,0.000339673,0.000339673,0.000339673
79,99618.6,0.57896,0.32691,0.88205,0.89751,0.87891,0.91834,0.72886,0.96112,0.65933,1.16245,0.000325526,0.000325526,0.000325526
80,100923,0.56249,0.31817,0.87733,0.88915,0.88992,0.91734,0.72712,0.97409,0.65734,1.15242,0.000311379,0.000311379,0.000311379
81,102231,0.56826,0.31912,0.88086,0.88895,0.88997,0.92065,0.72949,0.97201,0.6509,1.1535,0.000297232,0.000297232,0.000297232
82,103527,0.55472,0.31662,0.87524,0.89501,0.88945,0.9215,0.73128,0.95818,0.64041,1.15933,0.000283085,0.000283085,0.000283085
83,104861,0.55033,0.31308,0.87146,0.89678,0.88924,0.91823,0.72515,0.95427,0.6524,1.1589,0.000268938,0.000268938,0.000268938
84,106185,0.55066,0.31442,0.87936,0.90589,0.8718,0.9186,0.72406,0.94649,0.66262,1.15068,0.000254791,0.000254791,0.000254791
85,107534,0.54445,0.31334,0.87524,0.90217,0.87368,0.91831,0.73443,0.95971,0.66302,1.17509,0.000240644,0.000240644,0.000240644
86,108943,0.54106,0.30915,0.87205,0.88526,0.88713,0.9187,0.73386,0.96149,0.66885,1.16456,0.000226497,0.000226497,0.000226497
87,110315,0.5375,0.30753,0.87115,0.90488,0.87714,0.92063,0.73973,0.94803,0.64544,1.16282,0.000212349,0.000212349,0.000212349
88,111645,0.53175,0.30659,0.87109,0.89827,0.8831,0.9226,0.74339,0.94185,0.64896,1.15488,0.000198202,0.000198202,0.000198202
89,112954,0.5289,0.30364,0.87082,0.90629,0.8795,0.92176,0.74039,0.9412,0.65103,1.1539,0.000184055,0.000184055,0.000184055
90,114294,0.52825,0.301,0.87057,0.9091,0.87748,0.9225,0.73916,0.94449,0.64232,1.16098,0.000169908,0.000169908,0.000169908
91,115641,0.50191,0.28153,0.84852,0.89876,0.88586,0.91648,0.72325,0.96667,0.67601,1.15314,0.000155761,0.000155761,0.000155761
92,116960,0.47585,0.27,0.84362,0.89606,0.88731,0.91969,0.73227,0.94848,0.65857,1.15247,0.000141614,0.000141614,0.000141614
93,118281,0.45962,0.26491,0.83739,0.89111,0.89381,0.92087,0.7387,0.93555,0.64639,1.15661,0.000127467,0.000127467,0.000127467
94,119566,0.45562,0.26179,0.83883,0.9033,0.88286,0.92124,0.73938,0.9379,0.65496,1.16372,0.00011332,0.00011332,0.00011332
95,120911,0.4525,0.26004,0.83982,0.89876,0.88505,0.92299,0.74353,0.9313,0.64572,1.1542,9.91726e-05,9.91726e-05,9.91726e-05
96,122294,0.44138,0.2557,0.83344,0.89039,0.8912,0.92195,0.74302,0.92483,0.6368,1.15458,8.50255e-05,8.50255e-05,8.50255e-05
97,123679,0.43756,0.25391,0.83336,0.89692,0.88768,0.92294,0.74321,0.92059,0.63691,1.1529,7.08784e-05,7.08784e-05,7.08784e-05
98,125057,0.43179,0.25043,0.83166,0.89446,0.89256,0.92317,0.74427,0.92303,0.63771,1.15293,5.67313e-05,5.67313e-05,5.67313e-05
99,126378,0.4289,0.25083,0.83301,0.89877,0.88905,0.92379,0.74801,0.91838,0.63105,1.15466,4.25842e-05,4.25842e-05,4.25842e-05
100,127726,0.42265,0.24702,0.82689,0.9018,0.88653,0.92324,0.74696,0.91909,0.63661,1.15695,2.84371e-05,2.84371e-05,2.84371e-05
